ID,FriendlyStacks,EnemyStacks,Friendly1Elo,Friendly2Elo,Friendly3Elo,Friendly4Elo,Friendly5Elo,Enemy1Elo,Enemy2Elo,Enemy3Elo,Enemy4Elo,Enemy5Elo,InfernoDiff,MirageDiff,TrainDiff,DustIIDiff,NukeDiff,AncientDiff,OverpassDiff,AnubisDiff
909.0,221.0,5.0,16876.0,19236.0,17028.0,19078.0,18003.0,17132.0,17763.0,,12862.0,,5.0,-10.0,-3.0,0.0,5.0,-6.0,9.0,
910.0,5.0,311.0,,24157.0,20352.0,18263.0,23818.0,26648.0,18253.0,25292.0,23025.0,23030.0,-5.0,6.0,5.0,-9.0,-2.0,-2.0,7.0,
912.0,221.0,5.0,18357.0,14502.0,18557.0,13574.0,,10586.0,9581.0,,22723.0,10388.0,4.0,1.0,-1.0,2.0,1.0,-3.0,-5.0,
913.0,221.0,2111.0,17879.0,14400.0,15123.0,15760.0,14892.0,17225.0,15824.0,10890.0,19999.0,15356.0,-6.0,4.0,4.0,5.0,2.0,-6.0,-3.0,
914.0,221.0,5.0,21628.0,14574.0,18248.0,14042.0,21079.0,20443.0,19603.0,22705.0,16711.0,8266.0,-8.0,-1.0,3.0,-7.0,-4.0,12.0,5.0,
915.0,2111.0,311.0,18722.0,17922.0,16318.0,19192.0,17856.0,19348.0,18925.0,15726.0,22301.0,15000.0,-2.0,8.0,1.0,-10.0,-1.0,2.0,2.0,
916.0,221.0,2111.0,14898.0,8609.0,12480.0,,,,13035.0,11335.0,13685.0,,-2.0,11.0,1.0,2.0,3.0,-1.0,-2.0,
917.0,32.0,2111.0,14999.0,9114.0,,10626.0,,14516.0,14547.0,13335.0,13559.0,,3.0,-7.0,-1.0,-5.0,-1.0,-3.0,4.0,
918.0,221.0,41.0,9012.0,14898.0,12563.0,11968.0,,17112.0,7628.0,7791.0,16485.0,12170.0,-1.0,3.0,-7.0,6.0,4.0,-3.0,-2.0,
919.0,5.0,2111.0,24400.0,14999.0,18214.0,,20500.0,20532.0,20104.0,21507.0,15434.0,18890.0,-1.0,1.0,2.0,-5.0,3.0,-1.0,1.0,
920.0,41.0,311.0,20772.0,24007.0,14884.0,17869.0,20121.0,20398.0,20373.0,21038.0,15517.0,21002.0,-10.0,1.0,2.0,3.0,3.0,-4.0,5.0,
922.0,2111.0,221.0,17858.0,17603.0,14506.0,19333.0,15365.0,19724.0,17838.0,16926.0,,,5.0,3.0,0.0,4.0,9.0,0.0,-1.0,
923.0,311.0,5.0,17575.0,14808.0,15882.0,17712.0,15838.0,17000.0,14508.0,12908.0,17969.0,11776.0,-2.0,8.0,-5.0,0.0,5.0,-2.0,-4.0,
924.0,2111.0,2111.0,17121.0,16403.0,17232.0,16331.0,16330.0,16972.0,,16552.0,19667.0,12055.0,2.0,-4.0,3.0,4.0,1.0,0.0,-2.0,
925.0,311.0,221.0,21219.0,19885.0,24483.0,16471.0,16742.0,23145.0,18392.0,19999.0,22416.0,,-9.0,0.0,0.0,-1.0,8.0,6.0,-4.0,
926.0,41.0,5.0,24834.0,16782.0,17111.0,15935.0,18309.0,18600.0,,16580.0,,25122.0,2.0,8.0,-1.0,8.0,0.0,0.0,-9.0,
927.0,5.0,221.0,13880.0,9663.0,,6665.0,17353.0,12578.0,,9548.0,12253.0,11585.0,-2.0,-8.0,3.0,-3.0,2.0,-2.0,0.0,
928.0,311.0,5.0,17083.0,17266.0,20100.0,12452.0,16383.0,10394.0,13990.0,21894.0,15117.0,10818.0,-5.0,-2.0,-1.0,-2.0,1.0,4.0,5.0,
929.0,2111.0,11111.0,18160.0,17768.0,18859.0,16394.0,16622.0,18025.0,17872.0,16536.0,17192.0,16531.0,-6.0,9.0,3.0,-5.0,0.0,0.0,-1.0,
930.0,11111.0,11111.0,,17719.0,16933.0,,16595.0,18222.0,,17369.0,,16705.0,-4.0,2.0,-1.0,-4.0,7.0,-4.0,-2.0,
931.0,311.0,5.0,23357.0,,25563.0,16585.0,24351.0,24999.0,20339.0,23914.0,16812.0,22428.0,-3.0,6.0,3.0,-1.0,0.0,-8.0,3.0,
932.0,5.0,311.0,24671.0,16886.0,25870.0,20555.0,17042.0,21056.0,20953.0,19330.0,22579.0,16545.0,0.0,-6.0,3.0,5.0,-1.0,1.0,-2.0,
933.0,5.0,32.0,24975.0,17198.0,20864.0,17413.0,15968.0,20877.0,23878.0,21477.0,22155.0,18255.0,-10.0,19.0,1.0,-5.0,-6.0,0.0,1.0,
934.0,5.0,11111.0,24999.0,17566.0,21222.0,17790.0,26254.0,23079.0,22614.0,22400.0,22375.0,21682.0,-9.0,10.0,-2.0,4.0,-3.0,2.0,-2.0,
935.0,221.0,2111.0,9508.0,11512.0,9428.0,,,10100.0,10114.0,,10459.0,9784.0,8.0,0.0,3.0,0.0,-5.0,1.0,-6.0,
936.0,2111.0,32.0,18177.0,17923.0,17958.0,14316.0,19799.0,20223.0,,19949.0,18416.0,15982.0,1.0,2.0,1.0,-5.0,2.0,5.0,-1.0,
937.0,5.0,41.0,3246.0,9303.0,6850.0,3089.0,9386.0,6762.0,3144.0,9999.0,7550.0,7199.0,-4.0,3.0,1.0,3.0,5.0,-2.0,-6.0,
938.0,5.0,311.0,3134.0,8976.0,3917.0,9262.0,2980.0,6351.0,7547.0,5112.0,6146.0,4888.0,5.0,-5.0,2.0,-11.0,5.0,6.0,-2.0,
939.0,5.0,311.0,3194.0,3032.0,3973.0,9324.0,2208.0,3058.0,8005.0,,4660.0,4155.0,6.0,-1.0,-2.0,-4.0,5.0,3.0,1.0,
941.0,5.0,311.0,1989.0,3709.0,8988.0,2963.0,2791.0,5021.0,4539.0,4162.0,5191.0,3552.0,3.0,-8.0,0.0,1.0,0.0,4.0,0.0,
942.0,41.0,11111.0,1869.0,3591.0,8739.0,2849.0,3745.0,4163.0,4104.0,4016.0,3952.0,3831.0,-2.0,0.0,0.0,0.0,2.0,2.0,-2.0,
943.0,221.0,41.0,7017.0,5801.0,3049.0,9119.0,5217.0,5615.0,1591.0,10116.0,1234.0,3469.0,-2.0,-1.0,0.0,-3.0,6.0,0.0,0.0,
944.0,41.0,2111.0,5416.0,3173.0,9489.0,2679.0,6533.0,3903.0,7039.0,5259.0,5065.0,,5.0,-9.0,0.0,5.0,3.0,4.0,-4.0,
945.0,5.0,221.0,3274.0,9843.0,2912.0,6896.0,3812.0,9731.0,2601.0,4999.0,1000.0,9584.0,12.0,-7.0,2.0,-5.0,0.0,2.0,-4.0,
946.0,5.0,32.0,3094.0,9573.0,2752.0,6538.0,3673.0,7873.0,4888.0,3375.0,5444.0,4649.0,6.0,-8.0,1.0,-2.0,4.0,2.0,-3.0,
947.0,5.0,2111.0,,,18282.0,,19999.0,22013.0,20656.0,19128.0,21699.0,17111.0,-5.0,12.0,-2.0,-4.0,6.0,-5.0,-2.0,
948.0,2111.0,5.0,14999.0,21619.0,18651.0,18209.0,18340.0,21882.0,14565.0,20118.0,14381.0,14999.0,6.0,10.0,-2.0,-3.0,-7.0,2.0,-6.0,
949.0,11111.0,5.0,,18446.0,18388.0,18248.0,17535.0,,12609.0,,,,1.0,7.0,3.0,8.0,5.0,4.0,-1.0,
950.0,11111.0,11111.0,18602.0,18476.0,18164.0,,17914.0,18756.0,17340.0,,18086.0,18073.0,0.0,11.0,-1.0,2.0,-3.0,3.0,-3.0,
951.0,2111.0,311.0,19484.0,19999.0,17615.0,18967.0,17222.0,19236.0,19124.0,23622.0,14236.0,14349.0,-4.0,-10.0,3.0,6.0,4.0,2.0,-1.0,
952.0,2111.0,5.0,19507.0,19346.0,18552.0,20120.0,19313.0,17534.0,17859.0,17602.0,15917.0,20716.0,3.0,-9.0,-1.0,6.0,3.0,4.0,-6.0,
953.0,11111.0,221.0,22057.0,20544.0,20381.0,19554.0,19546.0,21976.0,18704.0,19999.0,19888.0,20460.0,-2.0,-1.0,0.0,-5.0,6.0,1.0,1.0,
954.0,11111.0,41.0,19577.0,19185.0,,18978.0,18910.0,20947.0,20112.0,16640.0,18691.0,18667.0,-7.0,-7.0,-2.0,-3.0,5.0,5.0,4.0,
955.0,311.0,2111.0,20942.0,19527.0,20752.0,17262.0,19131.0,20630.0,18458.0,20926.0,19316.0,18616.0,8.0,-3.0,5.0,-4.0,-2.0,-3.0,-1.0,
956.0,2111.0,311.0,20266.0,18871.0,21177.0,19576.0,19201.0,20316.0,19895.0,18749.0,20625.0,19888.0,4.0,3.0,3.0,0.0,-1.0,-6.0,-3.0,
957.0,11111.0,221.0,19761.0,19653.0,19405.0,19288.0,19252.0,21516.0,22398.0,15705.0,19940.0,17709.0,1.0,5.0,2.0,-2.0,6.0,-6.0,-6.0,
958.0,11111.0,221.0,19646.0,19735.0,,19000.0,18835.0,22210.0,17874.0,19473.0,18566.0,18745.0,-6.0,2.0,5.0,-3.0,3.0,-1.0,0.0,
959.0,2111.0,11111.0,19674.0,,16777.0,21162.0,18501.0,20060.0,19477.0,18781.0,19261.0,,-2.0,2.0,0.0,-1.0,-1.0,0.0,-4.0,
960.0,11111.0,221.0,18706.0,18145.0,17794.0,17248.0,16798.0,,,17409.0,18074.0,15851.0,-1.0,4.0,3.0,5.0,5.0,-3.0,-2.0,
961.0,2111.0,32.0,18416.0,18240.0,17798.0,17518.0,,21296.0,15836.0,,13013.0,18810.0,-6.0,-3.0,6.0,2.0,10.0,-1.0,-10.0,
962.0,221.0,5.0,15122.0,20109.0,17317.0,17435.0,17331.0,7563.0,15000.0,21047.0,14888.0,20361.0,0.0,-1.0,1.0,-5.0,2.0,2.0,2.0,
963.0,221.0,5.0,18914.0,19728.0,16645.0,17583.0,,21670.0,8572.0,,14074.0,,9.0,-6.0,-7.0,4.0,4.0,3.0,-7.0,
964.0,221.0,41.0,18993.0,16763.0,18388.0,16298.0,17845.0,17850.0,14409.0,19891.0,15533.0,17364.0,-10.0,10.0,1.0,7.0,6.0,-9.0,-5.0,
966.0,311.0,32.0,,18445.0,17136.0,17825.0,17659.0,19989.0,17134.0,15513.0,14257.0,20159.0,-10.0,7.0,-1.0,5.0,2.0,-3.0,-3.0,
967.0,5.0,311.0,26406.0,26890.0,16775.0,,18181.0,21932.0,21822.0,,17572.0,,-7.0,3.0,3.0,9.0,-6.0,5.0,-7.0,
968.0,5.0,311.0,26678.0,17126.0,27153.0,15536.0,18536.0,22585.0,22566.0,22829.0,21035.0,22124.0,-2.0,6.0,3.0,3.0,-4.0,2.0,-8.0,
969.0,5.0,41.0,26443.0,16859.0,26923.0,18279.0,15424.0,23451.0,18756.0,16770.0,25246.0,23485.0,-11.0,2.0,9.0,-4.0,-2.0,5.0,1.0,
970.0,5.0,2111.0,18631.0,17229.0,27215.0,,26869.0,22118.0,22834.0,23610.0,23183.0,22783.0,-9.0,2.0,5.0,4.0,-1.0,6.0,-7.0,
971.0,41.0,2111.0,21040.0,18292.0,16889.0,,17719.0,21150.0,19405.0,22094.0,18381.0,20482.0,-4.0,6.0,1.0,-4.0,5.0,-1.0,-3.0,
972.0,5.0,221.0,18073.0,16662.0,,16071.0,17500.0,16392.0,23172.0,20000.0,18631.0,20000.0,-3.0,9.0,5.0,-7.0,2.0,-3.0,-3.0,
974.0,221.0,311.0,17731.0,17914.0,17578.0,18441.0,15348.0,17850.0,17706.0,17161.0,10556.0,19999.0,-3.0,-9.0,4.0,-2.0,11.0,4.0,-5.0,
975.0,32.0,311.0,18709.0,13611.0,18569.0,18152.0,15000.0,16711.0,17007.0,15107.0,12976.0,,-1.0,6.0,-2.0,-1.0,2.0,-1.0,-3.0,
976.0,221.0,5.0,,,,,15554.0,,,,3878.0,,3.0,-9.0,,-3.0,-11.0,1.0,3.0,-2.0
977.0,5.0,32.0,,6512.0,,,,,,,,,-3.0,-1.0,,-1.0,3.0,3.0,1.0,-1.0
978.0,5.0,5.0,,6935.0,,,,,,,4548.0,13023.0,-11.0,-8.0,,-1.0,1.0,-6.0,1.0,1.0
979.0,221.0,5.0,19227.0,,18996.0,18508.0,,,,,,,3.0,12.0,,-4.0,1.0,-10.0,1.0,4.0
980.0,311.0,5.0,22023.0,,,,,22167.0,,,19886.0,23325.0,-6.0,-4.0,,-2.0,-3.0,1.0,1.0,2.0
981.0,311.0,221.0,20878.0,20470.0,19629.0,20111.0,,21944.0,18265.0,,21754.0,14998.0,3.0,-6.0,,-4.0,4.0,1.0,1.0,-5.0
982.0,5.0,2111.0,2833.0,8603.0,,,,8662.0,,,,,-6.0,-2.0,,3.0,7.0,-1.0,-2.0,-6.0
983.0,5.0,221.0,2732.0,8480.0,,,,,,,,,-3.0,0.0,,1.0,11.0,6.0,-1.0,3.0
984.0,311.0,221.0,,19025.0,,,23148.0,21036.0,19308.0,19999.0,19999.0,,-5.0,-4.0,,-1.0,5.0,4.0,-1.0,-3.0
985.0,311.0,311.0,,,25760.0,,22873.0,,,24295.0,19890.0,24609.0,-6.0,-11.0,,0.0,-1.0,0.0,-1.0,4.0
986.0,2111.0,5.0,19963.0,19617.0,,,,18373.0,22569.0,18918.0,18907.0,,-1.0,-9.0,,-7.0,3.0,-2.0,1.0,-3.0
987.0,2111.0,5.0,,,18151.0,,,18394.0,14473.0,18151.0,,18698.0,-5.0,-19.0,,2.0,1.0,5.0,-3.0,4.0
988.0,2111.0,5.0,,17864.0,17648.0,,,,,,,,4.0,-9.0,,6.0,9.0,2.0,-8.0,1.0
989.0,2111.0,221.0,17942.0,17760.0,,18543.0,15000.0,18000.0,16902.0,,,,7.0,4.0,,0.0,-3.0,9.0,-3.0,-2.0
990.0,11111.0,2111.0,18392.0,,18139.0,17868.0,17709.0,,,18119.0,,17250.0,3.0,10.0,,0.0,4.0,4.0,3.0,11.0
992.0,311.0,221.0,18380.0,,,14981.0,,17842.0,18630.0,,15117.0,18260.0,-3.0,-1.0,,-5.0,2.0,1.0,-4.0,-2.0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
999.0,5.0,311.0,4898.0,3527.0,,4553.0,,6885.0,6872.0,8932.0,,9114.0,-5.0,1.0,,-10.0,7.0,3.0,-1.0,-3.0
1000.0,5.0,41.0,3580.0,4952.0,,,,3372.0,,5467.0,,,-3.0,5.0,,0.0,4.0,2.0,-6.0,0.0
1001.0,5.0,2111.0,3704.0,,,,12528.0,,6609.0,8845.0,8091.0,7545.0,-4.0,-5.0,,-9.0,10.0,-1.0,-1.0,2.0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
1022.0,11111.0,5.0,17910.0,17844.0,17590.0,17575.0,17403.0,,,,,,3.0,12.0,,4.0,3.0,10.0,3.0,5.0
1023.0,2111.0,311.0,11907.0,,,10004.0,10848.0,,,,,,6.0,7.0,,0.0,2.0,2.0,0.0,4.0
